pop1 ecotype1 pop2 ecotype2 region1 region2 geography_strict geography_relaxed group_strict group_relaxed intercept recomb_rate ds gene_count
rab marine japan marine al jp allo allo allo_S allo_S -2.87912975764777 -0.163867594683038 -0.919524745876802 -0.102449819369894
rab marine joes lake al bc allo allo allo_D allo_D -4.0561511076317 0.0270872082225448 -0.920633760908601 0.040565050937403
rab marine joes stream al bc allo allo allo_D allo_D -4.76655167132721 0.0317947921148216 -0.186610602912024 -0.0163677061322088
rab marine litcampbell marine al bc allo allo allo_S allo_S -3.17256677338166 0.0309985143617747 -2.30227133323868 -0.0189118703127692
rab marine ln marine al ns allo allo allo_S allo_S -3.7954289597891 0.0400801088814253 -1.50842450806117 -0.00352421824419651
rab marine mh marine al ns allo allo allo_S allo_S -3.44640509898042 0.0407347527969322 -1.34125645476619 0.000928046855414965
rab marine mh white al ns allo allo allo_D allo_D -3.61105382766253 0.0495162445167305 -2.41288301411577 0.126472413636839
rab marine misty lake al bc allo allo allo_D allo_D -3.69116983925606 0.0137312552824898 -0.897951916582059 -0.0226167202505145
rab marine misty stream al bc allo allo allo_D allo_D -4.51108028029775 0.0204504589051096 -0.2766140153289 0.00422845070488203
rab marine res marine al al allo para allo_S para_S -5.46789820998707 -0.0230102755260581 0.434085016428917 -0.190556736977818
rab marine roberts lake al bc allo allo allo_D allo_D -3.8020304068183 0.0213215278502616 -0.669266877635611 -0.060794687638601
rab marine roberts stream al bc allo allo allo_D allo_D -3.90352835575241 0.0219295010054483 -0.642272962775528 -0.0814504852266236
rab marine sk marine al ns allo allo allo_S allo_S -2.91837701076801 0.0377065317504634 -2.29864135389579 0.00976287500100408
rab marine sr marine al ns allo allo allo_S allo_S -3.29395459563186 0.0386008917481362 -1.98719076178258 0.0588857772599718
rab marine sr white al ns allo allo allo_D allo_D -5.27852546349212 0.0341379670934623 0.0695099658142155 0.0355807279342797
rb stream al marine or ns allo allo allo_D allo_D -2.52841936700399 -0.0662958490292109 -3.34970435170227 0.0293329843705314
rb stream bea lake or al allo allo allo_D allo_D -4.55967139722526 -0.00723772669921429 0.39559172902698 -0.0983293016320916
rb stream boot lake or bc allo allo allo_D allo_D -4.89539516455461 -0.530164376863017 0.572049008462933 -0.0289652150068232
rb stream boot stream or bc allo allo allo_S allo_S -6.49937660441769 -0.405300991593176 1.41471076938642 0.112691204044117
rb stream cl marine or ns allo allo allo_D allo_D -5.20384757003026 0.0464731845912779 -0.410142600800789 0.0124386958339002
rb stream cl white or ns allo allo allo_D allo_D -3.40327495017878 0.0423166325293178 -2.19094494492012 -0.0275688183386295
rb stream constance lake or sl allo allo allo_D allo_D -6.0072759046158 -0.0393468351744344 0.938096024990626 -0.0721797492092713
rb stream constance stream or sl allo allo allo_S allo_S -4.90864137655534 -0.104499835759933 0.053381615333995 -0.116796721304254
rb stream cp marine or ns allo allo allo_D allo_D -2.69599947987887 -0.0919102079930034 -2.52472526831002 0.0227345860534622
rb stream denmark marine or ne allo allo allo_D allo_D -3.98334021652368 -0.16018493310259 -1.1197155232178 0.0853346552453525
rb stream geneva lake or sl allo allo allo_D allo_D -3.2905395918925 -0.066526200947308 -2.56257466537434 -0.0383509033626471
rb stream geneva stream or sl allo allo allo_S allo_S -3.38699297313646 -0.0284807418559295 -2.15681446139892 -0.131451271927133
rb stream hadsten lake or ne allo allo allo_D allo_D -5.54534428514668 -0.0255162675564571 1.13666361916685 -0.127366018273111
rb stream hald lake or ne allo allo allo_D allo_D -5.43118465650053 0.0130564412829559 0.926708514003274 -0.153198282855362
rb stream japan japansea or jp allo allo allo_D allo_D -5.10425778362808 -0.0439215578582639 0.897691793234375 -0.385415189948466
rb stream japan marine or jp allo allo allo_D allo_D -3.68143409899504 -0.200109385755426 -0.136044113542782 -0.0435010173463503
rb stream joes lake or bc allo allo allo_D allo_D -7.2910571053547 -0.0900204819784419 1.20258916688666 0.148741505852138
rb stream joes stream or bc allo allo allo_S allo_S -7.94128808325871 -0.290015875555379 1.27634081657835 0.2652778221771
rb stream litcampbell marine or bc allo allo allo_D allo_D -2.40385896031241 -0.0270189411760136 -1.7312912988618 -0.136472624710405
rb stream ln marine or ns allo allo allo_D allo_D -2.07208347955454 -0.0619386394894049 -3.91375336495584 0.0311829336477251
rb stream mariager marine or ne allo allo allo_D allo_D -4.89582468565225 0.000353500140621526 0.55674501553446 -0.119609396460243
rb stream mh marine or ns allo allo allo_D allo_D -4.14868089516754 0.0109873660232728 -2.5356453915328 0.175818709493184
rb stream mh white or ns allo allo allo_D allo_D -2.50659533544563 -0.0705523803219936 -2.07204729720579 -0.134635356434676
rb stream misty lake or bc allo allo allo_D allo_D -6.22550257389572 -0.510370211405471 1.74968502162442 0.0746919518136019
rb stream misty stream or bc allo allo allo_S allo_S -6.06800261745668 -0.375799857069718 1.48595784122172 0.0473390561785324
rb stream mud lake or al allo allo allo_D allo_D -6.08179685956582 0.00775291248854757 1.42942854540911 -0.0408281708940577
rb stream rab marine or al allo allo allo_D allo_D -5.31551792068081 -0.116064341811556 0.560514302144101 0.0440932674359448
rb stream res marine or al allo allo allo_D allo_D -5.23143439189979 -0.0104231558728478 1.01255564985366 -0.157414181682757
rb stream roberts lake or bc allo allo allo_D allo_D -3.48930228385357 -0.624581049051698 -0.924451130481255 0.0868219872145981
rb stream roberts stream or bc allo allo allo_S allo_S -3.55153882840227 -0.351008025406596 -0.7348226105385 -0.137124621706388
rb stream sj marine or or allo para allo_D para_D -3.20123474804529 -0.698928072202018 -0.40616253193749 -0.0590196850419298
rb stream sk marine or ns allo allo allo_D allo_D -4.29458560453502 0.00643239952896114 -1.72041341691095 -0.00902658884028777
rb stream sr marine or ns allo allo allo_D allo_D -5.05651800716043 0.0392791253866771 -0.86939655569199 0.0947939313681947
rb stream sr white or ns allo allo allo_D allo_D -3.19647243198504 0.0423978649204412 -2.92868501240149 0.0141745693874634
rb stream stl lake or or allo para allo_D para_D -3.80818626218063 -0.126036745792902 -0.00714557905365259 -0.133174139443238
rb stream wc stream or or allo para allo_S para_S -2.91952283197744 -0.58458004673361 -0.99838915464273 -0.00100795971838658
res marine al marine al ns allo allo allo_S allo_S -4.82777092290664 -0.175099800978944 0.377376991136075 0.0832611126391558
res marine boot lake al bc allo allo allo_D allo_D -5.46053073902203 -0.0448309949199363 1.08748293105859 -0.0442288788263962
res marine boot stream al bc allo allo allo_D allo_D -4.16888507115566 -0.00748360320641182 -0.0777688748334091 -0.122613650537604
res marine cl marine al ns allo allo allo_S allo_S -5.96285167384588 0.00313403830668511 1.14832017856083 0.098643021934813
res marine cl white al ns allo allo allo_D allo_D -4.20332562569606 0.00778063493760001 -1.16316978313293 0.123567934630394
res marine constance lake al sl allo allo allo_D allo_D -4.70282438625163 0.00810557934114715 0.63202061083807 -0.238404258273955
res marine constance stream al sl allo allo allo_D allo_D -4.97657601049582 0.0214337085228195 0.754153612359691 -0.263978147073477
res marine cp marine al ns allo allo allo_S allo_S -6.25684322651423 -0.0804212342820183 1.49486120232839 0.0971153749585709
res marine denmark marine al ne allo allo allo_S allo_S -5.62241679877517 -0.0072870634805958 0.92838145405931 -0.0332111806172631
res marine geneva lake al sl allo allo allo_D allo_D -5.1686564679859 0.0013893145435663 0.875733045021157 -0.265171115951404
res marine geneva stream al sl allo allo allo_D allo_D -4.15591933962961 0.019950335758523 0.206571525558805 -0.388995583505989
res marine japan japansea al jp allo allo allo_D allo_D -4.58367466332926 -0.166258056559054 0.696864603965699 -0.139571132604448
res marine japan marine al jp allo allo allo_S allo_S -2.87098492995536 -0.172805857239008 -1.19851009839364 -0.0698644620968966
res marine joes lake al bc allo allo allo_D allo_D -5.05193510334601 -0.0310652996360233 0.611572095307345 -0.0582483448987425
res marine joes stream al bc allo allo allo_D allo_D -5.88807378107848 -0.0227420612141977 1.15824834391239 -0.0386905144186228
res marine litcampbell marine al bc allo allo allo_S allo_S -5.18599312912249 -0.0569382387337019 0.329914361198432 0.0191953477688655
res marine ln marine al ns allo allo allo_S allo_S -5.52455495229941 -0.121140029457743 0.975195732092072 0.0970042417425689
res marine mh marine al ns allo allo allo_S allo_S -3.33327328165587 0.0248325464797635 -1.76091437205508 0.0771637759051629
res marine mh white al ns allo allo allo_D allo_D -2.62415932106763 0.0372838667128379 -3.07251171428019 0.0876323127119145
res marine misty lake al bc allo allo allo_D allo_D -4.27168537763264 -0.0759890174362057 0.253918089623178 -0.0293917339741333
res marine misty stream al bc allo allo allo_D allo_D -4.60848835851207 -0.0457998718031872 0.578084988427932 -0.0606390059405473
res marine roberts lake al bc allo allo allo_D allo_D -4.08306355137909 -0.0532016417330627 0.0236507826521808 -0.0568989725551655
res marine roberts stream al bc allo allo allo_D allo_D -4.90329233643566 -0.102799381460193 0.882153377859804 -0.0483591486476379
res marine sk marine al ns allo allo allo_S allo_S -4.10561195224249 0.0201607282443875 -0.747754685373639 0.0348972158139302
res marine sr marine al ns allo allo allo_S allo_S -4.22761561277867 0.00845620248994818 -0.472830027146603 0.0482200386087663
res marine sr white al ns allo allo allo_D allo_D -6.01793178084889 -0.00301738031002916 1.3331899361818 0.0396547017583245
roberts lake al marine bc ns allo allo allo_D allo_D -3.95957605325942 0.0143011404447905 -0.772931168118288 -0.0149574645423875
roberts lake cl marine bc ns allo allo allo_D allo_D -4.75156700044964 0.0278978955238788 0.260690404585909 5.73575013272596e-05
roberts lake cl white bc ns allo allo allo_D allo_D -4.62903320048933 0.0155178756614089 -0.325940372906089 0.0837265892590465
roberts lake cp marine bc ns allo allo allo_D allo_D -2.88893137831759 -0.236694160262496 -1.05863780567022 -0.00964617621509676
roberts lake ln marine bc ns allo allo allo_D allo_D -4.30242189231607 -0.0218799978571043 -0.271063907936195 0.0280327073635468
roberts lake mh marine bc ns allo allo allo_D allo_D -3.38229778274684 0.0251862557908229 -1.23273804630439 -0.0281689227029777
roberts lake mh white bc ns allo allo allo_D allo_D -3.58712519439683 0.0243405300255224 -1.14344130456319 -0.0350348477532111
roberts lake roberts stream bc bc para para para_D para_D -3.61554646491827 -0.61940355387129 -0.0466586068785452 -0.166157233481308
roberts lake sk marine bc ns allo allo allo_D allo_D -4.31946666621877 0.00298225815693725 -0.125734296032283 0.0201711469954666
roberts lake sr marine bc ns allo allo allo_D allo_D -3.51046689659105 0.0183826528490754 -1.09488216831519 -0.0538647405983457
roberts lake sr white bc ns allo allo allo_D allo_D -4.16027441781127 0.00721073153825514 -0.72151933445199 0.0589841162046072
roberts stream al marine bc ns allo allo allo_D allo_D -4.28901494016594 0.0197369785156868 -0.14376950012067 -0.110311632271407
roberts stream cl marine bc ns allo allo allo_D allo_D -5.22513986753689 0.034606581458423 0.482892962401072 -0.00853832562187685
roberts stream cl white bc ns allo allo allo_D allo_D -4.92586085583825 0.0264596232674371 0.194785526473664 0.00302638893855645
roberts stream cp marine bc ns allo allo allo_D allo_D -2.96342755007709 -0.237703088929879 -1.02309521641751 -0.0628634750586867
roberts stream ln marine bc ns allo allo allo_D allo_D -5.09582737709079 0.00289492851704991 0.434433215280135 -0.0195837597172022
roberts stream mh marine bc ns allo allo allo_D allo_D -3.34586064837727 0.0372477348112244 -1.4944106071209 -0.0582724357034733
roberts stream mh white bc ns allo allo allo_D allo_D -4.22612288056987 0.0270612627317023 -0.63681966974378 -0.0196379157630231
roberts stream sk marine bc ns allo allo allo_D allo_D -4.28234592030415 0.0186906955833254 -0.133614773165395 -0.080983020081707
roberts stream sr marine bc ns allo allo allo_D allo_D -3.07066184976358 0.0144297966218511 -1.34223832927712 -0.120558083871567
roberts stream sr white bc ns allo allo allo_D allo_D -4.37200004622355 0.0160920458205939 -0.549883552969389 0.0416071293772154
sj marine al marine or ns allo allo allo_S allo_S -3.27576255487511 -0.0694729485683249 -1.34696779431335 -0.0264108342344433
sj marine bea lake or al allo allo allo_D allo_D -4.14821529799357 -0.0359890137168106 0.153334406017871 -0.116721100789721
sj marine boot lake or bc allo allo allo_D allo_D -5.19485013208391 -0.0721507117822274 0.605385190302647 -0.0256231116224653
sj marine boot stream or bc allo allo allo_D allo_D -4.96384838962367 -0.316642659896641 0.86484199799693 0.0118269577937458
sj marine cl marine or ns allo allo allo_S allo_S -4.00540861134872 -0.0421687959292679 -0.772114749463708 0.0248659172137104
sj marine cl white or ns allo allo allo_D allo_D -3.07096238309126 -0.0727284313231151 -1.241956655151 -0.0653708640294618
sj marine constance lake or sl allo allo allo_D allo_D -5.43159373032856 0.0257388785020563 0.76947121313977 -0.0581121202634295
sj marine constance stream or sl allo allo allo_D allo_D -5.07345748396695 0.00539395012618501 0.503905075742291 -0.093076402288346
sj marine cp marine or ns allo allo allo_S allo_S -4.43677607994231 -0.0546784284042325 0.374357919702757 -0.0713501935123344
sj marine denmark marine or ne allo allo allo_S allo_S -4.13662758525673 -0.0142150957782902 -0.503812242742527 0.0218026141870303
sj marine geneva lake or sl allo allo allo_D allo_D -3.95378817525788 -0.0385357578879782 -0.37966877305298 -0.149486324795787
sj marine geneva stream or sl allo allo allo_D allo_D -4.48711142795482 0.00913020755787204 -0.109190305885602 -0.111039270418049
sj marine hadsten lake or ne allo allo allo_D allo_D -4.53043181310157 -0.0100570857049569 0.334703023674423 -0.143259659425773
sj marine hald lake or ne allo allo allo_D allo_D -4.75105792998338 0.0273647035121073 0.491393810889714 -0.135915864766651
sj marine japan japansea or jp allo allo allo_D allo_D -3.21788764229379 -0.541968478703534 -0.413490737128198 -0.219962298714845
sj marine japan marine or jp allo allo allo_S allo_S -3.47804269152119 -0.118473647458252 -0.275265804648408 -0.0274306102494787
sj marine joes lake or bc allo allo allo_D allo_D -4.81281055455503 -0.169577729925786 0.366297333001837 0.0163181969400128
sj marine joes stream or bc allo allo allo_D allo_D -5.39543018642861 -0.10523836219001 0.764577191754358 0.0143836728448152
sj marine litcampbell marine or bc allo allo allo_S allo_S -1.92926648170678 0.0136393880593316 -3.01197093277343 -0.13287147337995
sj marine ln marine or ns allo allo allo_S allo_S -3.95921346923535 -0.0545889047036663 -0.357627329573142 -0.0459531693480002
sj marine mariager marine or ne allo allo allo_S allo_S -4.66722848195223 0.00891432084051108 0.473627932812502 -0.115718026993323
sj marine mh marine or ns allo allo allo_S allo_S -5.70878224081371 0.00566964623725972 0.660573112155825 -0.00923310365329265
sj marine mh white or ns allo allo allo_D allo_D -6.08961792515511 -0.0129789876514064 1.81127729248158 -0.0252626404990544
sj marine misty lake or bc allo allo allo_D allo_D -6.28202335186818 -0.396370809059359 1.94436231449435 0.0995085354824444
sj marine misty stream or bc allo allo allo_D allo_D -6.42689207184542 -0.258892477741761 1.70824756337732 0.111398101818962
sj marine mud lake or al allo allo allo_D allo_D -3.89027177992882 -0.0423862744307552 -0.21827286515234 -0.0549339671622906
sj marine rab marine or al allo allo allo_S allo_S -4.00184007840218 0.029940451258349 -0.218638421529553 -0.091490050851902
sj marine res marine or al allo allo allo_S allo_S -4.5519911240713 0.039276333873597 0.538177776471712 -0.20479350465832
sj marine roberts lake or bc allo allo allo_D allo_D -4.05167306539018 -0.0859755827751264 0.10632518889 -0.113625169866561
sj marine roberts stream or bc allo allo allo_D allo_D -5.17149088628716 -0.14257224380279 0.93357065284147 0.000281541386437764
sj marine sk marine or ns allo allo allo_S allo_S -5.05102865622422 0.000596221657568435 0.275479614850004 -0.01241395680061
sj marine sr marine or ns allo allo allo_S allo_S -4.83817149462686 -0.0540552293073885 0.340416981048572 -0.0461725871067883
sj marine sr white or ns allo allo allo_D allo_D -3.48042051018292 -0.0776658935178105 -0.764555933564257 -0.0502370703941878
sj marine stl lake or or allo para allo_D para_D -4.70778381074502 -0.382936771553233 0.893287930015234 -0.070752232402515
sj marine wc stream or or allo para allo_D para_D -3.15330583177195 -0.14948200413496 -1.07979666642786 -0.334803283576761
sk marine sr marine ns ns allo para allo_S para_S -7.13951398716128 0.0257619498690272 2.12706790195953 -0.397653308849098
sk marine sr white ns ns allo para allo_D para_D -6.06343845901867 0.019555944715854 -0.332896376870274 0.0632567579477516
sr marine sr white ns ns para para para_D para_D -4.60639049255221 0.0126658927272858 -0.517051818350546 -0.143793470872448
stl lake al marine or ns allo allo allo_D allo_D -2.97942010596783 -0.265173725015604 -0.264897823446603 0.0361881467579219
stl lake bea lake or al allo allo allo_S allo_S -3.45850405205418 -0.140329512612475 -0.378444920304673 -0.106766514764456
stl lake boot lake or bc allo allo allo_S allo_S -4.73943597972963 -0.390233651403553 0.872267355899007 -0.0327594494251237
stl lake boot stream or bc allo allo allo_D allo_D -4.37548637795783 -0.0138342467007234 0.778160739527698 -0.370389785423945
stl lake cl marine or ns allo allo allo_D allo_D -3.13072764081709 -0.0359400913317117 -0.954096596986471 0.0908746613010711
stl lake cl white or ns allo allo allo_D allo_D -2.50830745934289 -0.172735147857287 -0.923555709550484 0.0270096514238129
stl lake constance lake or sl allo allo allo_S allo_S -3.56653174440949 -0.343683485685904 -0.0677287666394149 -0.0447332188687881
stl lake constance stream or sl allo allo allo_D allo_D -2.8722800676992 -0.34163918423633 -0.655455673101653 -0.0829912671239073
stl lake cp marine or ns allo allo allo_D allo_D -2.20285806288279 -0.357191570135285 -0.680853155810341 0.0225164418079256
stl lake denmark marine or ne allo allo allo_D allo_D -4.01885645400877 -0.107948077565455 0.597611871731859 -0.0586793311603393
stl lake geneva lake or sl allo allo allo_S allo_S -3.14320904633013 -0.236997906547556 -0.342916984040048 -0.16459057483915
stl lake geneva stream or sl allo allo allo_D allo_D -2.7868119961546 -0.344446187064847 -0.475800197080758 -0.136038088960733
stl lake hadsten lake or ne allo allo allo_S allo_S -3.12656823913177 -0.339701185618151 -0.0482212311498768 -0.266699931790664
stl lake hald lake or ne allo allo allo_S allo_S -3.15723186544215 -0.221087843845968 -0.197306790017224 -0.151267250663243
stl lake japan japansea or jp allo allo allo_D allo_D -3.17665842910608 -0.181202454106434 -0.365508704831061 -0.222932363927517
stl lake japan marine or jp allo allo allo_D allo_D -3.0251762928463 -0.738631455639427 0.208900576073372 -0.163857626302563
stl lake joes lake or bc allo allo allo_S allo_S -4.84917433740827 -0.183463076141974 0.831001839535272 -0.0936564868904202
stl lake joes stream or bc allo allo allo_D allo_D -4.00097815579043 -0.134227177538566 0.136391702633748 -0.179770883705413
stl lake litcampbell marine or bc allo allo allo_D allo_D -2.32917071287868 -0.140569258852657 -0.906923654411408 -0.0694764968181515
stl lake ln marine or ns allo allo allo_D allo_D -2.48540068788804 -0.222498467699948 -0.615724694827561 -0.00560454136461624
stl lake mariager marine or ne allo allo allo_D allo_D -3.52035697934309 -0.307224606109501 0.0649295733115904 -0.112088686903868
stl lake mh marine or ns allo allo allo_D allo_D -3.16390855311796 -0.158655315609884 -0.269503173874928 0.0087477782462322
stl lake mh white or ns allo allo allo_D allo_D -3.14012095881168 -0.102488152331396 -0.218579629485826 -0.0366643651144495
stl lake misty lake or bc allo allo allo_S allo_S -4.19876421264242 -0.474890793915429 0.142327297311962 -0.0474307364166403
stl lake misty stream or bc allo allo allo_D allo_D -4.45526231834409 -0.275048984342027 0.0335068512346323 -0.0870272004058846
stl lake mud lake or al allo allo allo_S allo_S -3.0354469312769 -0.214060229422783 -0.461625520012479 -0.195534922726359
stl lake rab marine or al allo allo allo_D allo_D -2.28489024241805 -0.360803246834108 -0.951816705377063 -0.000953771415406695
stl lake res marine or al allo allo allo_D allo_D -4.28632036633228 -0.0893644927489008 0.27842105893868 -0.0593747244831663
stl lake roberts lake or bc allo allo allo_S allo_S -5.44668445791301 -0.332412559056382 1.16313041070902 -0.0821631051456208
stl lake roberts stream or bc allo allo allo_D allo_D -4.80251326402733 -0.166159497075213 0.346025074671013 -0.143330044174926
stl lake sk marine or ns allo allo allo_D allo_D -2.78062190565016 -0.213744683142384 -0.250042398223818 -0.0428816122225531
stl lake sr marine or ns allo allo allo_D allo_D -2.34291265282352 -0.205644290843919 -0.955148413940425 -0.0102834494381636
stl lake sr white or ns allo allo allo_D allo_D -2.50700191149607 -0.177684190301195 -0.268514673754097 -0.100951310479803
stl lake wc stream or or allo para allo_D para_D -3.68137338517808 -0.267821693197909 -0.415002633187036 -0.147100759425636
wc stream al marine or ns allo allo allo_D allo_D -3.56744752283368 -0.0443740795837961 -1.14140927110633 -0.0462814431464497
wc stream bea lake or al allo allo allo_D allo_D -4.01742596420038 -0.0425809462488247 -0.0765111333578354 -0.104729589640698
wc stream boot lake or bc allo allo allo_D allo_D -4.9672328915075 0.0104688357637604 0.293966173995146 -0.0107131690037812
wc stream boot stream or bc allo allo allo_S allo_S -5.62180875726374 0.0102637543976312 0.727735681715721 0.0141040902124975
wc stream cl marine or ns allo allo allo_D allo_D -3.40747527784831 0.0321187206998788 -1.68476266757264 0.0128094529530279
wc stream cl white or ns allo allo allo_D allo_D -3.24337715090212 -0.0891062832418458 -1.173410874911 -0.038102183193521
wc stream constance lake or sl allo allo allo_D allo_D -4.56698028804791 -0.00883888604373312 0.202954896700239 -0.165872913802185
wc stream constance stream or sl allo allo allo_S allo_S -4.97363785282108 -0.0785036613867359 0.905988767414559 -0.159451399416029
wc stream cp marine or ns allo allo allo_D allo_D -2.63288890507339 -0.0262358759300384 -2.21363811327045 -0.053140407611437
wc stream denmark marine or ne allo allo allo_D allo_D -3.87999907925728 -0.0137686727881717 -0.799141186969744 0.00599486162723499
wc stream geneva lake or sl allo allo allo_D allo_D -4.25793074275688 -0.00995691480808998 -0.571489353782402 -0.00476185811461823
wc stream geneva stream or sl allo allo allo_S allo_S -4.54804309726101 0.00331099088509501 -0.328995618283004 -0.0261322998757735
wc stream hadsten lake or ne allo allo allo_D allo_D -4.77755248697531 0.0116652868107507 0.827547454370988 -0.205872049650864
wc stream hald lake or ne allo allo allo_D allo_D -4.44088621247323 0.0245977152598114 0.302675701115639 -0.11239722199613
wc stream japan japansea or jp allo allo allo_D allo_D -3.94559569344982 -0.22567929003273 -0.452238585814048 -0.0869535471374834
wc stream japan marine or jp allo allo allo_D allo_D -2.45228438012405 -0.101563080609438 -1.43749908323376 -0.0316450753377108
wc stream joes lake or bc allo allo allo_D allo_D -4.33398678281517 -0.184054076299105 -0.00203047149133158 -0.0832494203036177
wc stream joes stream or bc allo allo allo_S allo_S -4.89932105930946 -0.110230823409011 0.182914969453291 -0.0101646029151349
wc stream litcampbell marine or bc allo allo allo_D allo_D -4.22069018438861 0.0290484343106833 -0.522579395635104 -0.201259021834113
wc stream ln marine or ns allo allo allo_D allo_D -3.47288275880704 -0.0249899138890557 -1.01629566905629 -0.0977081215646712
wc stream mariager marine or ne allo allo allo_D allo_D -4.64061645245694 0.0185113012047324 0.501437122455259 -0.0953740875462987
wc stream mh marine or ns allo allo allo_D allo_D -4.583567872941 0.0367636967371907 -0.572322349439667 -0.00879094922539098
wc stream mh white or ns allo allo allo_D allo_D -4.14572133840231 -0.0357398249996108 -1.6910515023479 0.150443191175183
wc stream misty lake or bc allo allo allo_D allo_D -5.378975702695 -0.320731017821307 1.34690832457173 0.0439076290917093
wc stream misty stream or bc allo allo allo_S allo_S -5.52133506590687 -0.25459663188878 1.36167639879332 0.0348110332794669
wc stream mud lake or al allo allo allo_D allo_D -4.3612457739499 -0.0221134613584943 0.326268060668814 -0.0664866364381564
wc stream rab marine or al allo allo allo_D allo_D -4.65300112413628 0.0302458870321979 0.0520757429193807 -0.0314661011861324
wc stream res marine or al allo allo allo_D allo_D -5.11188123379694 -0.00168981807814108 1.02904960266642 -0.145135324753077
wc stream roberts lake or bc allo allo allo_D allo_D -4.04956332906376 -0.193243918956936 0.146619094379133 -0.0142425858054682
wc stream roberts stream or bc allo allo allo_S allo_S -4.29459067314268 -0.352004910637148 0.349117682926133 0.0174503523515225
wc stream sk marine or ns allo allo allo_D allo_D -3.37636133762569 0.0116410210776949 -1.98613707308929 0.0238931161470487
wc stream sr marine or ns allo allo allo_D allo_D -4.60372731688166 -0.0531680028265053 0.163709014459853 -0.058424969218335
wc stream sr white or ns allo allo allo_D allo_D -3.03069276198741 -0.0988957792954446 -1.2809786464407 -0.0319299543140986
